,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value,Goals Against,Shots on Target Against,Saves,Save%,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,PSxG,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Throws Attempted,Launch%,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
6111,Waniss Taibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€500Th. Last update: Oct 8, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,Warmed Omari,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.03,0.03,0.01,0.05,0.39,0.00,0.0%,0.00,,8.60,0.00,0.08,-0.03,-0.03,54.59,58.82,92.8%,1308.20,368.75,10.82,11.51,94.0%,29.41,30.89,95.2%,14.16,15.64,90.6%,0.20,3.74,0.00,0.00,4.03,57.34,1.48,1.48,0.00,5.02,1.77,0.10,0.00,0.00,0.00,0.00,49.28,5.21,4.33,9.44,45.44,2.36,0.00,0.30,0.00,0.39,0.39,0.49,0.39,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.89,0.59,0.69,0.00,0.59,0.98,60.0%,0.39,7.48,2.85,38.2%,3.44,3.54,0.49,1.08,0.59,0.00,1.57,2.85,3.54,0.10,67.08,6.69,29.80,40.13,2.26,1.18,65.80,0.49,0.49,100.0%,0.49,0.00,46.13,277.97,152.66,2.75,0.20,0.00,0.30,0.49,48.59,48.30,99.4%,0.00,0.00,0.89,0.30,0.00,0.00,0.00,0.00,8.85,2.75,0.98,73.7%,€1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,Warren TchimbembÃ©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,Wataru Endo,0.11,0.11,0.11,0.00,0.00,0.14,0.00,0.08,0.08,0.05,0.13,0.85,0.38,45.2%,0.13,0.29,19.00,0.00,0.09,+0.03,+0.03,47.16,55.57,84.9%,859.45,228.22,20.04,22.55,88.9%,21.13,23.84,88.7%,5.22,7.40,70.5%,0.71,4.42,0.49,0.08,4.51,54.39,1.17,1.01,0.03,10.98,0.98,0.22,0.03,0.00,0.00,0.00,43.23,5.82,6.53,9.09,42.60,2.24,0.14,0.11,0.16,0.68,1.61,1.64,1.99,1.53,0.00,0.05,0.08,0.16,0.16,0.14,0.14,0.00,0.00,0.00,0.00,0.00,2.18,1.42,1.06,0.85,0.27,0.82,2.24,36.6%,1.42,19.14,6.66,34.8%,7.26,9.12,2.76,1.99,0.36,0.00,1.86,4.04,2.08,0.00,68.24,3.58,19.85,42.27,10.87,0.74,67.28,0.79,1.37,58.0%,0.93,0.03,47.54,220.41,115.91,4.31,1.23,0.08,1.06,1.86,51.53,47.24,91.7%,1.99,0.00,1.42,2.13,0.03,0.00,0.00,0.00,10.90,1.80,1.23,59.5%,€10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,Wayne Hennessey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,Wayne Rooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,Wayne Routledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118,Wendell,0.00,0.00,0.00,0.00,0.00,0.24,0.06,0.04,0.04,0.01,0.05,0.48,0.12,25.0%,0.00,0.00,19.50,0.00,0.08,-0.04,-0.04,59.80,69.81,85.7%,1047.72,282.15,27.70,29.78,93.0%,25.79,29.19,88.4%,5.66,8.93,63.3%,0.12,3.57,0.71,0.18,4.71,61.35,8.46,0.71,0.00,7.45,1.07,0.89,0.00,0.00,0.00,0.00,51.16,11.50,7.15,52.83,6.08,2.38,7.74,0.24,0.36,0.95,1.43,1.85,0.71,0.60,0.00,0.00,0.06,0.00,0.06,0.18,0.12,0.00,0.00,0.06,0.00,0.00,3.69,2.14,1.91,1.25,0.54,0.83,2.32,35.9%,1.49,15.19,5.66,37.3%,6.31,6.37,2.50,1.97,0.12,0.00,2.50,6.19,2.98,0.00,82.79,3.28,23.35,48.84,16.74,1.07,74.57,0.71,1.19,60.0%,0.83,0.06,52.59,260.53,155.70,5.72,1.79,0.18,0.83,0.66,56.23,52.36,93.1%,2.03,0.00,2.38,1.07,0.06,0.00,0.00,0.00,10.24,1.13,1.79,38.8%,€6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119,Wes Foderingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€500Th. Last update: Nov 24, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,Wes Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121,Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122,Wesley Fofana,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.03,0.03,0.02,0.05,0.53,0.11,20.0%,0.00,0.00,9.40,0.00,0.06,-0.03,-0.03,61.51,69.66,88.3%,1313.15,343.81,18.45,20.13,91.6%,31.59,34.12,92.6%,11.09,14.40,77.0%,0.26,4.15,0.05,0.00,3.36,66.34,3.31,1.52,0.11,5.94,1.52,0.05,0.00,0.00,0.00,0.00,56.72,4.84,8.10,5.47,58.46,2.21,1.79,0.05,0.11,1.21,0.79,0.89,0.68,0.53,0.00,0.00,0.05,0.11,0.00,0.05,0.00,0.00,0.00,0.00,0.05,0.00,2.42,1.47,1.42,1.00,0.00,0.95,1.37,69.2%,0.42,9.36,3.05,32.6%,4.42,4.63,0.32,1.68,0.79,0.00,2.31,4.73,5.20,0.00,81.90,8.57,38.59,46.68,4.31,0.79,79.01,0.37,0.53,70.0%,0.37,0.00,55.88,384.60,212.44,6.78,1.47,0.00,0.58,0.53,56.93,55.15,96.9%,0.21,0.00,2.10,1.37,0.11,0.05,0.05,0.00,11.25,4.00,2.16,65.0%,€40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,Wesley Hoedt,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.04,0.04,0.00,0.04,0.51,0.00,0.0%,0.00,,10.00,0.00,0.07,-0.04,-0.04,52.71,58.37,90.3%,1360.67,351.90,8.74,9.77,89.5%,27.51,29.06,94.7%,16.07,18.90,85.0%,0.13,3.86,0.00,0.00,2.06,55.93,2.44,1.41,0.00,4.63,4.11,0.00,0.13,0.13,0.00,0.00,45.77,3.86,8.74,41.79,14.27,1.67,0.00,0.00,0.00,1.67,0.90,1.16,0.51,0.26,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,0.90,1.67,0.39,0.00,0.90,1.67,53.8%,0.77,8.74,2.06,23.5%,6.04,2.70,0.00,1.67,0.51,0.00,1.29,3.34,6.30,0.00,71.10,12.86,38.31,34.59,2.06,0.64,68.66,0.13,0.13,100.0%,0.13,0.00,42.81,241.97,114.56,1.54,0.13,0.00,0.26,0.26,47.70,47.19,98.9%,0.00,0.00,1.03,0.13,0.00,0.00,0.26,0.00,8.61,1.80,0.77,70.0%,€4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124,Wesley Lautoa,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.05,0.05,0.01,0.06,0.43,0.26,60.0%,0.00,0.00,19.50,0.00,0.12,-0.05,-0.05,36.75,44.13,83.3%,716.87,218.31,14.25,16.51,86.3%,16.25,18.33,88.6%,5.65,7.99,70.7%,0.35,2.52,0.52,0.00,3.74,43.18,0.96,0.78,0.00,5.99,1.82,0.09,0.00,0.00,0.00,0.00,31.01,4.69,8.43,31.80,7.82,3.30,0.17,0.26,0.09,1.48,0.96,0.78,0.87,0.78,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.26,1.74,1.13,0.96,0.17,0.78,2.00,39.1%,1.22,18.24,5.65,31.0%,7.38,9.99,0.87,1.13,0.35,0.00,2.08,4.34,2.08,0.00,53.86,2.69,19.46,32.92,3.91,0.70,52.99,0.61,0.78,77.8%,0.61,0.00,30.75,138.47,70.71,1.13,0.09,0.00,0.70,1.04,36.49,34.05,93.3%,0.87,0.00,2.87,1.22,0.00,0.00,0.00,0.00,10.08,1.22,0.96,56.0%,"€300Th. Last update: Oct 28, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6125,Wesley Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6126,Wesley Moustache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Dec 19, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,Wesley SaÃ¯d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,Wesley Sneijder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6129,Weston McKennie,0.21,0.03,0.21,0.00,0.00,0.17,0.00,0.20,0.20,0.10,0.30,1.48,0.59,39.5%,0.14,0.35,11.60,0.00,0.14,+0.01,+0.01,32.39,39.67,81.7%,535.48,115.87,16.80,19.18,87.6%,11.87,14.63,81.1%,2.76,3.79,72.7%,1.24,2.48,0.83,0.07,2.55,37.84,1.83,0.28,0.17,6.66,0.90,0.79,0.00,0.00,0.00,0.00,27.39,6.83,5.45,6.80,28.29,1.69,1.52,0.31,0.17,0.52,1.59,1.45,2.38,1.93,0.10,0.14,0.17,0.03,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,1.97,1.21,0.83,0.83,0.31,0.69,1.72,40.0%,1.03,19.42,5.31,27.4%,5.83,8.87,4.73,1.66,0.21,0.00,1.35,3.31,1.28,0.00,51.02,2.00,10.14,25.49,18.18,3.83,49.19,0.48,0.97,50.0%,0.59,0.03,30.05,142.12,80.93,3.62,1.41,0.28,1.41,1.45,44.09,34.88,79.1%,6.90,0.00,1.86,0.62,0.10,0.00,0.00,0.00,6.66,1.76,1.59,52.6%,€25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6130,Wilfred Ndidi,0.05,0.10,0.05,0.00,0.00,0.31,0.03,0.05,0.05,0.04,0.09,0.80,0.10,12.9%,0.06,0.50,18.30,0.00,0.07,0.00,0.00,47.31,54.67,86.5%,854.13,171.89,20.09,22.91,87.7%,21.01,22.63,92.9%,5.34,7.13,74.8%,0.44,3.34,0.23,0.00,2.67,53.98,0.69,0.67,0.10,7.77,1.03,0.15,0.00,0.00,0.00,0.00,42.84,5.49,6.34,6.49,44.00,2.54,0.03,0.15,0.10,0.62,1.44,2.00,1.21,0.95,0.00,0.00,0.08,0.05,0.13,0.26,0.21,0.00,0.00,0.03,0.00,0.03,4.36,2.85,2.08,1.92,0.36,1.23,3.05,40.3%,1.82,23.01,8.18,35.6%,8.65,11.98,2.39,2.31,0.31,0.00,2.51,6.88,2.82,0.00,68.94,4.08,21.99,41.28,8.70,0.77,68.32,0.44,0.80,54.8%,0.44,0.00,42.36,188.06,68.83,2.16,0.72,0.03,0.82,0.82,45.28,42.38,93.6%,0.80,0.03,2.41,1.08,0.03,0.00,0.08,0.00,12.52,2.36,1.62,59.4%,€60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,Wilfrid Kaptoum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,Wilfried Bony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€700Th. Last update: Oct 28, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,Wilfried Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€400Th. Last update: May 21, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134,Wilfried Singo,0.07,0.11,0.07,0.00,0.00,0.11,0.07,0.06,0.06,0.11,0.17,0.89,0.07,8.0%,0.08,1.00,14.80,0.00,0.07,+0.01,+0.01,35.75,46.59,76.7%,627.71,223.69,15.82,18.00,87.9%,16.32,20.36,80.1%,3.08,6.16,50.0%,1.00,1.57,1.32,0.57,3.40,37.75,8.84,0.25,0.04,6.51,1.11,2.72,0.00,0.00,0.00,0.00,25.84,11.49,9.27,3.86,30.74,2.04,8.59,0.00,0.07,0.68,1.11,0.89,1.68,1.25,0.04,0.11,0.07,0.14,0.07,0.14,0.14,0.00,0.00,0.00,0.00,0.00,1.43,0.75,0.64,0.54,0.25,0.54,1.07,50.0%,0.54,10.59,3.22,30.4%,3.44,4.15,3.01,1.07,0.18,0.00,1.22,2.65,1.83,0.00,59.51,2.40,12.24,28.41,23.15,2.18,50.96,2.00,3.54,56.6%,2.33,0.07,38.65,208.06,127.07,5.73,1.57,0.72,1.90,1.68,42.12,36.00,85.5%,2.15,0.04,1.54,2.18,0.04,0.00,0.00,0.00,8.30,2.00,1.47,57.7%,€7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,Wilfried Zaha,0.24,0.03,0.18,0.06,0.06,0.21,0.00,0.19,0.15,0.12,0.27,1.78,0.54,30.5%,0.10,0.33,17.80,0.00,0.08,+0.05,+0.03,22.54,29.68,75.9%,350.93,97.44,12.56,15.31,82.1%,7.35,9.25,79.5%,1.84,2.74,67.0%,1.02,1.15,1.66,0.30,3.16,28.71,0.96,0.12,0.12,7.17,0.30,1.84,0.03,0.00,0.00,0.00,23.62,3.74,2.32,3.83,24.44,0.36,0.45,0.18,0.09,0.27,1.51,0.54,3.07,1.90,0.00,0.36,0.27,0.48,0.06,0.39,0.27,0.00,0.06,0.03,0.03,0.00,1.42,0.99,0.63,0.60,0.18,0.39,1.08,36.1%,0.69,20.76,5.27,25.4%,4.58,9.82,6.36,0.54,0.00,0.00,1.05,2.47,0.12,0.00,46.55,0.24,4.28,21.66,25.31,5.03,45.65,2.32,4.79,48.4%,2.47,0.33,39.71,208.96,126.91,7.17,2.26,1.75,3.28,3.80,55.56,35.83,64.5%,7.44,0.00,1.33,3.68,0.84,0.03,0.00,0.00,5.72,0.54,1.57,25.7%,€45.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136,Wilitty Younoussa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€600Th. Last update: Oct 27, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,Will Ferry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,Will Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,Will Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€400Th. Last update: Jun 8, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140,Willem Geubbels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141,Willi Orban,0.09,0.06,0.09,0.00,0.00,0.09,0.00,0.14,0.14,0.05,0.18,1.01,0.27,26.5%,0.09,0.33,9.10,0.00,0.14,-0.05,-0.05,61.89,70.10,88.3%,1248.91,401.67,18.65,20.25,92.1%,34.77,37.51,92.7%,8.00,11.21,71.4%,0.33,6.72,0.39,0.06,5.00,67.72,2.38,1.87,0.03,8.36,0.77,0.09,0.00,0.00,0.00,0.00,54.01,7.02,9.07,9.22,54.49,3.51,0.51,0.48,0.18,0.77,1.10,0.92,0.71,0.65,0.00,0.00,0.03,0.00,0.03,0.09,0.06,0.00,0.00,0.00,0.00,0.03,1.64,0.95,0.62,0.83,0.18,0.68,1.25,54.8%,0.57,8.80,3.69,41.9%,3.81,4.19,0.80,1.78,0.86,0.00,1.40,3.03,5.59,0.12,82.06,8.77,35.10,46.93,5.92,1.70,79.98,0.27,0.45,60.0%,0.27,0.03,52.41,314.17,187.50,5.38,1.01,0.00,0.27,0.27,58.68,57.22,97.5%,0.24,0.00,0.62,0.83,0.18,0.00,0.00,0.00,10.59,4.58,1.90,70.6%,€16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6142,William,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.06,0.06,0.00,0.06,0.95,0.19,20.0%,0.00,0.00,20.60,0.00,0.05,-0.06,-0.06,25.90,44.43,58.3%,453.78,167.90,13.05,17.40,75.0%,8.89,15.32,58.0%,3.40,7.00,48.6%,0.38,1.51,0.38,0.19,1.51,33.66,10.78,1.51,0.00,8.13,0.76,1.32,0.38,0.00,0.38,0.00,21.37,11.34,11.72,4.54,27.04,2.46,8.89,0.19,0.19,1.51,2.65,2.27,0.95,0.38,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.59,1.70,2.46,0.95,0.19,1.70,4.54,37.5%,2.84,19.29,4.73,24.5%,11.91,6.05,1.32,3.03,0.76,0.00,2.65,6.24,2.46,0.00,62.02,3.59,21.18,29.87,15.32,2.46,51.81,0.95,2.27,41.7%,1.13,0.00,29.50,166.95,93.21,3.03,1.32,0.76,2.08,0.95,42.35,31.01,73.2%,4.92,0.00,1.13,1.32,0.00,0.00,0.00,0.00,7.18,1.70,2.27,42.9%,€4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143,William,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€400Th. Last update: Jun 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6144,William Carvalho,0.00,0.07,0.00,0.00,0.00,0.52,0.07,0.09,0.09,0.06,0.15,1.25,0.26,21.1%,0.00,0.00,15.00,0.00,0.07,-0.09,-0.09,56.22,64.61,87.0%,1056.58,263.05,23.22,25.52,91.0%,24.53,26.83,91.4%,7.54,10.56,71.4%,0.85,5.58,1.12,0.00,5.51,63.24,1.38,1.31,0.07,8.99,1.44,0.20,0.00,0.00,0.00,0.00,50.05,6.49,8.07,9.84,51.63,1.51,0.07,0.26,0.20,0.52,1.84,1.12,1.84,1.51,0.00,0.13,0.13,0.00,0.07,0.26,0.13,0.00,0.00,0.07,0.00,0.07,2.43,1.64,0.79,1.51,0.13,0.72,1.51,47.8%,0.79,14.89,4.46,30.0%,5.18,8.27,1.44,1.64,0.52,0.00,0.85,3.28,2.10,0.00,76.55,2.89,16.20,53.27,12.07,1.38,75.50,1.71,2.03,83.9%,1.77,0.13,56.41,248.55,132.90,5.38,1.05,0.07,0.79,1.44,61.99,57.53,92.8%,1.51,0.07,1.44,1.90,0.00,0.00,0.00,0.00,9.64,2.36,1.51,61.0%,€15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145,William Mikelbrencis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Mar 9, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6146,William Osula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
